file	line	section	value	status	guarded_by	model_dep	hint	context
DECISIONS.md	68	-	0.256	ORPHAN		y		| 2026-08-17 | **Persona panel: keep one lung term, retire type 2 diabetes, drop CKD** (§8.7). T2D passes one 
DECISIONS.md	68	-	41.6	ORPHAN		y		| 2026-08-17 | **Persona panel: keep one lung term, retire type 2 diabetes, drop CKD** (§8.7). T2D passes one 
DECISIONS.md	69	-	63,020	ORPHAN			hist	| 2026-08-17 | **Candidate-decoration tail collapsed 5 recipes → 2** (§9.2), zone 18 items → 12. The chain was
DECISIONS.md	69	-	76,465	ORPHAN			hist	| 2026-08-17 | **Candidate-decoration tail collapsed 5 recipes → 2** (§9.2), zone 18 items → 12. The chain was
DECISIONS.md	74	-	0.9324	ORPHAN		y	hist	| 2026-08-18 | **The `m7-drug-label` experiment was DELETED rather than rebuilt** — model, 3 splits, 6 evaluat
DECISIONS.md	74	-	0.6444	ORPHAN		y	hist	| 2026-08-18 | **The `m7-drug-label` experiment was DELETED rather than rebuilt** — model, 3 splits, 6 evaluat
DECISIONS.md	74	-	1,507	ORPHAN		y	hist	| 2026-08-18 | **The `m7-drug-label` experiment was DELETED rather than rebuilt** — model, 3 splits, 6 evaluat
DECISIONS.md	74	-	0.9354	ORPHAN		y	hist	| 2026-08-18 | **The `m7-drug-label` experiment was DELETED rather than rebuilt** — model, 3 splits, 6 evaluat
DECISIONS.md	78	-	3.06	ORPHAN		y		| 2026-08-19 | **CORRECTION to §8.4 — the degree-matched claim rested on an estimator mismatch.** The table pu
DECISIONS.md	78	-	2.97	ORPHAN		y		| 2026-08-19 | **CORRECTION to §8.4 — the degree-matched claim rested on an estimator mismatch.** The table pu
DECISIONS.md	78	-	3.31	ORPHAN		y		| 2026-08-19 | **CORRECTION to §8.4 — the degree-matched claim rested on an estimator mismatch.** The table pu
DECISIONS.md	78	-	2.86	ORPHAN		y		| 2026-08-19 | **CORRECTION to §8.4 — the degree-matched claim rested on an estimator mismatch.** The table pu
DECISIONS.md	79	-	0.9354	ORPHAN		y	hist	| 2026-08-19 | **Snapshot-before-delete adopted as standing practice.** Every artifact leaving the flow is fir
DECISIONS.md	80	-	76,465	ORPHAN				| 2026-08-19 | **Breast cancer and its molecular subtypes added to the persona panel** (§8.10). Six terms join
DECISIONS.md	80	-	129,253	ORPHAN				| 2026-08-19 | **Breast cancer and its molecular subtypes added to the persona panel** (§8.10). Six terms join
DECISIONS.md	82	-	0.69	VALUE_ONLY	nb2_splitting_and_pool.py:5.2.1  [loop-table]	y	hist	| 2026-08-19 | **The parent-term intuition is backwards for breast.** §3.3 held that coarser terms are the saf
DECISIONS.md	82	-	0.93	ORPHAN		y	hist	| 2026-08-19 | **The parent-term intuition is backwards for breast.** §3.3 held that coarser terms are the saf
DECISIONS.md	83	-	2.44	ORPHAN		y		| 2026-08-19 | **A "power" verdict was replaced with an exact test, because the first version was wrong in the
DECISIONS.md	83	-	0.81	ORPHAN		y		| 2026-08-19 | **A "power" verdict was replaced with an exact test, because the first version was wrong in the
DECISIONS.md	83	-	1.05	ORPHAN		y		| 2026-08-19 | **A "power" verdict was replaced with an exact test, because the first version was wrong in the
DECISIONS.md	85	-	8,157	ORPHAN				| 2026-08-19 | **Expert review adopted as a validation axis where labels cannot reach.** Two breast arms canno
DECISIONS.md	86	-	100.0	ORPHAN		y		| 2026-08-19 | **`dwpc_GCD` identified as the DRUG route, and it selects the evaluation population on the outc
DECISIONS.md	86	-	0.153	VALUE_ONLY	nb2_splitting_and_pool.py:5.2.1 GCD-only pct of pool	y		| 2026-08-19 | **`dwpc_GCD` identified as the DRUG route, and it selects the evaluation population on the outc
DECISIONS.md	86	-	25.4	ORPHAN		y		| 2026-08-19 | **`dwpc_GCD` identified as the DRUG route, and it selects the evaluation population on the outc
DECISIONS.md	86	-	91.8	ORPHAN		y		| 2026-08-19 | **`dwpc_GCD` identified as the DRUG route, and it selects the evaluation population on the outc
DECISIONS.md	86	-	0.265	ORPHAN		y		| 2026-08-19 | **`dwpc_GCD` identified as the DRUG route, and it selects the evaluation population on the outc
DECISIONS.md	86	-	0.540	ORPHAN		y		| 2026-08-19 | **`dwpc_GCD` identified as the DRUG route, and it selects the evaluation population on the outc
DECISIONS.md	86	-	0.6911	ORPHAN		y		| 2026-08-19 | **`dwpc_GCD` identified as the DRUG route, and it selects the evaluation population on the outc
DECISIONS.md	86	-	0.7337	ORPHAN		y		| 2026-08-19 | **`dwpc_GCD` identified as the DRUG route, and it selects the evaluation population on the outc
DECISIONS.md	86	-	0.072	ORPHAN		y		| 2026-08-19 | **`dwpc_GCD` identified as the DRUG route, and it selects the evaluation population on the outc
DECISIONS.md	87	-	98.5	VALUE_ONLY	nb2_splitting_and_pool.py:10.4 reachability ceiling %	y		| 2026-08-19 | **CORRECTION — I over-promoted the reachability problem to "top modelling priority" on a single
DECISIONS.md	87	-	1.5	ORPHAN		y		| 2026-08-19 | **CORRECTION — I over-promoted the reachability problem to "top modelling priority" on a single
DECISIONS.md	87	-	0.081	VALUE_ONLY	nb2_splitting_and_pool.py:10.4 Spearman pool_size vs coverage	y		| 2026-08-19 | **CORRECTION — I over-promoted the reachability problem to "top modelling priority" on a single
DECISIONS.md	88	-	20,861	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the "graph under-represents surface biology" hypothesis.** Stated in advance and te
DECISIONS.md	88	-	23.3	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the "graph under-represents surface biology" hypothesis.** Stated in advance and te
DECISIONS.md	88	-	15.0	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the "graph under-represents surface biology" hypothesis.** Stated in advance and te
DECISIONS.md	88	-	65.3	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the "graph under-represents surface biology" hypothesis.** Stated in advance and te
DECISIONS.md	88	-	55.4	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the "graph under-represents surface biology" hypothesis.** Stated in advance and te
DECISIONS.md	88	-	18.5	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the "graph under-represents surface biology" hypothesis.** Stated in advance and te
DECISIONS.md	88	-	34.5	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the "graph under-represents surface biology" hypothesis.** Stated in advance and te
DECISIONS.md	88	-	38.2	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the "graph under-represents surface biology" hypothesis.** Stated in advance and te
DECISIONS.md	89	-	18.8	ORPHAN		y		| 2026-08-19 | **What the reachability work did establish, net of the corrections:** **18.8% of genes (3,919 o
DECISIONS.md	89	-	3,919	ORPHAN		y		| 2026-08-19 | **What the reachability work did establish, net of the corrections:** **18.8% of genes (3,919 o
DECISIONS.md	89	-	20,861	ORPHAN		y		| 2026-08-19 | **What the reachability work did establish, net of the corrections:** **18.8% of genes (3,919 o
DECISIONS.md	89	-	94.1	ORPHAN		y		| 2026-08-19 | **What the reachability work did establish, net of the corrections:** **18.8% of genes (3,919 o
DECISIONS.md	89	-	1.04	ORPHAN		y		| 2026-08-19 | **What the reachability work did establish, net of the corrections:** **18.8% of genes (3,919 o
DECISIONS.md	90	-	0.153	VALUE_ONLY	nb2_splitting_and_pool.py:5.2.1 GCD-only pct of pool	y	hist	| 2026-08-19 | **CORRECTION to §5.2.1's own recommendation, within the hour.** "Drop `dwpc_GCD` from the pool 
DECISIONS.md	91	-	2,563	ORPHAN				| 2026-08-19 | **Dropping GCD would NOT have helped the triple-negative/TACSTD2 case, and the two findings wer
DECISIONS.md	91	-	2,463	ORPHAN				| 2026-08-19 | **Dropping GCD would NOT have helped the triple-negative/TACSTD2 case, and the two findings wer
DECISIONS.md	92	-	7,456	ORPHAN				| 2026-08-19 | **No route-set expansion reaches TACSTD2 either — the constraint is the graph.** All five metap
DECISIONS.md	94	-	0.8567	ORPHAN		y		| 2026-08-19 | **The gene-popularity shortcut exists on the ASSOCIATION axis too, not just the drug axis** (§6
DECISIONS.md	94	-	0.8197	ORPHAN		y		| 2026-08-19 | **The gene-popularity shortcut exists on the ASSOCIATION axis too, not just the drug axis** (§6
DECISIONS.md	94	-	0.9354	ORPHAN		y		| 2026-08-19 | **The gene-popularity shortcut exists on the ASSOCIATION axis too, not just the drug axis** (§6
DECISIONS.md	95	-	0.857	ORPHAN		y		| 2026-08-19 | **CORRECTION — §6.1's third claim was wrong.** It read "≈0.5 for every gene-only feature"; `gen
DECISIONS.md	95	-	0.641	ORPHAN		y		| 2026-08-19 | **CORRECTION — §6.1's third claim was wrong.** It read "≈0.5 for every gene-only feature"; `gen
DECISIONS.md	95	-	0.718	VALUE_ONLY	nb1_features_and_config.py:6.1 dwpc_GPGD single-feature AUC	y		| 2026-08-19 | **CORRECTION — §6.1's third claim was wrong.** It read "≈0.5 for every gene-only feature"; `gen
DECISIONS.md	95	-	0.601	ORPHAN		y		| 2026-08-19 | **CORRECTION — §6.1's third claim was wrong.** It read "≈0.5 for every gene-only feature"; `gen
DECISIONS.md	95	-	0.669	VALUE_ONLY	nb1_features_and_config.py:6.1 dwpc_GGD single-feature AUC	y		| 2026-08-19 | **CORRECTION — §6.1's third claim was wrong.** It read "≈0.5 for every gene-only feature"; `gen
DECISIONS.md	95	-	0.975	VALUE_ONLY	nb1_features_and_config.py:6.1 highest |rho| vs degree	y		| 2026-08-19 | **CORRECTION — §6.1's third claim was wrong.** It read "≈0.5 for every gene-only feature"; `gen
DECISIONS.md	95	-	1.000	ORPHAN		y		| 2026-08-19 | **CORRECTION — §6.1's third claim was wrong.** It read "≈0.5 for every gene-only feature"; `gen
DECISIONS.md	95	-	0.00	VALUE_ONLY	nb2_splitting_and_pool.py:5.4 	y		| 2026-08-19 | **CORRECTION — §6.1's third claim was wrong.** It read "≈0.5 for every gene-only feature"; `gen
DECISIONS.md	97	-	0.6516	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the champion does NOT improve under-studied targets** (§7.2, `nb3`). The section cl
DECISIONS.md	97	-	0.5898	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the champion does NOT improve under-studied targets** (§7.2, `nb3`). The section cl
DECISIONS.md	97	-	0.1099	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the champion does NOT improve under-studied targets** (§7.2, `nb3`). The section cl
DECISIONS.md	97	-	0.1954	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the champion does NOT improve under-studied targets** (§7.2, `nb3`). The section cl
DECISIONS.md	97	-	0.2424	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the champion does NOT improve under-studied targets** (§7.2, `nb3`). The section cl
DECISIONS.md	97	-	0.3276	ORPHAN		y	hist	| 2026-08-19 | **REFUTED — the champion does NOT improve under-studied targets** (§7.2, `nb3`). The section cl
DECISIONS.md	102	-	3.06	ORPHAN		y	hist	| 2026-08-19 | **CORRECTION to TARGET_PRIORITIZER §8.4, found while fact-checking this document.** The claim "
DECISIONS.md	102	-	2.97	ORPHAN		y	hist	| 2026-08-19 | **CORRECTION to TARGET_PRIORITIZER §8.4, found while fact-checking this document.** The claim "
DECISIONS.md	102	-	3.31	ORPHAN		y	hist	| 2026-08-19 | **CORRECTION to TARGET_PRIORITIZER §8.4, found while fact-checking this document.** The claim "
DECISIONS.md	102	-	2.86	ORPHAN		y	hist	| 2026-08-19 | **CORRECTION to TARGET_PRIORITIZER §8.4, found while fact-checking this document.** The claim "
DECISIONS.md	103	-	12,310	ORPHAN		y		| 2026-08-19 | **Every headline number in §7 was re-verified against live project data before this document wa
DECISIONS.md	103	-	11,689	ORPHAN		y		| 2026-08-19 | **Every headline number in §7 was re-verified against live project data before this document wa
DECISIONS.md	104	-	0.1941	ORPHAN		y	hist	| 2026-08-20 | **REFUTED — `prox_closest` is not the hub-fairness lever, and my causal story for §7.2 was wron
DECISIONS.md	104	-	0.1917	ORPHAN		y	hist	| 2026-08-20 | **REFUTED — `prox_closest` is not the hub-fairness lever, and my causal story for §7.2 was wron
DECISIONS.md	104	-	0.0855	ORPHAN		y	hist	| 2026-08-20 | **REFUTED — `prox_closest` is not the hub-fairness lever, and my causal story for §7.2 was wron
DECISIONS.md	105	-	0.8197	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	0.8200	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	0.6911	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	0.6949	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	0.7337	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	0.7371	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	4.53	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	4.83	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	11.40	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	13.81	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	0.0024	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	7.46	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	105	-	7.09	ORPHAN		y		| 2026-08-20 | **`m4-f13` measured on four axes and it is neutral-to-better on all of them** — association 0.8
DECISIONS.md	106	-	0.1762	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	0.1711	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	2.9	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	0.8200	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	0.8175	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	13.81	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	16.09	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	7.09	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	9.08	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	4.83	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	5.52	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	0.7371	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	0.7384	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
DECISIONS.md	106	-	0.1932	ORPHAN		y		| 2026-08-20 | **`m5-f13` (prox_closest imputed with constant 4) trades association for discovery, and the tra
